Pair	Cnt	BinomQ	BinomP
chr16_78970000_78975000-chr16_79050000_79055000	1	0.814803	0.73966
chr16_78995000_79000000-chr16_79075000_79080000	0	0.943504	0.928487
chr16_79215000_79220000-chr16_79295000_79300000	1	0.814803	0.73966
chr16_79225000_79230000-chr16_79305000_79310000	0	0.943504	0.928487
chr16_79295000_79300000-chr16_79375000_79380000	1	0.814803	0.73966
chr16_7965000_7970000-chr16_8045000_8050000	3	0.595964	0.271619
chr16_79660000_79665000-chr16_79740000_79745000	3	0.595964	0.271619
chr16_79880000_79885000-chr16_79960000_79965000	1	0.814803	0.73966
chr16_79930000_79935000-chr16_80010000_80015000	0	0.943504	0.928487
chr16_79935000_79940000-chr16_80015000_80020000	1	0.814803	0.73966
chr16_80020000_80025000-chr16_80100000_80105000	1	0.814803	0.73966
chr16_80085000_80090000-chr16_80165000_80170000	5	0.491028	0.0514988
chr16_80100000_80105000-chr16_80180000_80185000	1	0.814803	0.73966
chr16_8045000_8050000-chr16_8125000_8130000	2	0.74604	0.49055
chr16_80730000_80735000-chr16_80810000_80815000	2	0.74604	0.49055
chr16_80800000_80805000-chr16_80880000_80885000	2	0.74604	0.49055
chr16_80860000_80865000-chr16_80940000_80945000	0	0.943504	0.928487
chr16_80930000_80935000-chr16_81010000_81015000	1	0.814803	0.73966
chr16_81010000_81015000-chr16_81090000_81095000	1	0.814803	0.73966
chr16_81080000_81085000-chr16_81160000_81165000	0	0.943504	0.928487
chr16_81095000_81100000-chr16_81175000_81180000	5	0.491028	0.0514988
chr16_81575000_81580000-chr16_81655000_81660000	5	0.491028	0.0514988
chr16_81660000_81665000-chr16_81740000_81745000	3	0.595964	0.271619
chr16_81845000_81850000-chr16_81925000_81930000	1	0.814803	0.73966
chr16_82120000_82125000-chr16_82200000_82205000	3	0.595964	0.271619
chr16_82200000_82205000-chr16_82280000_82285000	3	0.595964	0.271619
chr16_82370000_82375000-chr16_82450000_82455000	6	0.367445	0.018211
chr16_82595000_82600000-chr16_82675000_82680000	2	0.74604	0.49055
chr16_82625000_82630000-chr16_82705000_82710000	0	0.943504	0.928487
chr16_8275000_8280000-chr16_8355000_8360000	1	0.814803	0.73966
chr16_82935000_82940000-chr16_83015000_83020000	2	0.74604	0.49055
chr16_83085000_83090000-chr16_83165000_83170000	1	0.814803	0.73966
chr16_83195000_83200000-chr16_83275000_83280000	1	0.814803	0.73966
chr16_83275000_83280000-chr16_83355000_83360000	2	0.74604	0.49055
chr16_8355000_8360000-chr16_8435000_8440000	1	0.814803	0.73966
chr16_83685000_83690000-chr16_83765000_83770000	1	0.814803	0.73966
chr16_83770000_83775000-chr16_83850000_83855000	0	0.943504	0.928487
chr16_83850000_83855000-chr16_83930000_83935000	1	0.814803	0.73966
chr16_84185000_84190000-chr16_84265000_84270000	1	0.814803	0.73966
chr16_84370000_84375000-chr16_84450000_84455000	3	0.595964	0.271619
chr16_84385000_84390000-chr16_84465000_84470000	4	0.584454	0.127422
chr16_84455000_84460000-chr16_84535000_84540000	1	0.814803	0.73966
chr16_84505000_84510000-chr16_84585000_84590000	0	0.943504	0.928487
chr16_84570000_84575000-chr16_84650000_84655000	5	0.491028	0.0514988
chr16_84900000_84905000-chr16_84980000_84985000	3	0.595964	0.271619
chr16_85010000_85015000-chr16_85090000_85095000	6	0.367445	0.018211
chr16_85340000_85345000-chr16_85420000_85425000	3	0.595964	0.271619
chr16_85385000_85390000-chr16_85465000_85470000	3	0.595964	0.271619
chr16_85405000_85410000-chr16_85485000_85490000	4	0.584454	0.127422
chr16_8545000_8550000-chr16_8625000_8630000	1	0.814803	0.73966
chr16_85455000_85460000-chr16_85535000_85540000	7	0.233834	0.0057105
chr16_85510000_85515000-chr16_85590000_85595000	5	0.491028	0.0514988
chr16_85560000_85565000-chr16_85640000_85645000	3	0.595964	0.271619
chr16_85570000_85575000-chr16_85650000_85655000	3	0.595964	0.271619
chr16_85595000_85600000-chr16_85675000_85680000	2	0.74604	0.49055
chr16_85640000_85645000-chr16_85720000_85725000	0	0.943504	0.928487
chr16_85655000_85660000-chr16_85735000_85740000	2	0.74604	0.49055
chr16_85820000_85825000-chr16_85900000_85905000	2	0.74604	0.49055
chr16_85895000_85900000-chr16_85975000_85980000	3	0.595964	0.271619
chr16_86125000_86130000-chr16_86205000_86210000	2	0.74604	0.49055
chr16_86205000_86210000-chr16_86285000_86290000	2	0.74604	0.49055
chr16_86460000_86465000-chr16_86540000_86545000	3	0.595964	0.271619
chr16_86540000_86545000-chr16_86620000_86625000	0	0.943504	0.928487
chr16_86810000_86815000-chr16_86890000_86895000	4	0.584454	0.127422
chr16_8725000_8730000-chr16_8805000_8810000	2	0.74604	0.49055
chr16_87380000_87385000-chr16_87460000_87465000	5	0.491028	0.0514988
chr16_87445000_87450000-chr16_87525000_87530000	10	0.021833	9.51522e-05
chr16_87460000_87465000-chr16_87540000_87545000	7	0.233834	0.0057105
chr16_87640000_87645000-chr16_87720000_87725000	5	0.491028	0.0514988
chr16_87785000_87790000-chr16_87865000_87870000	2	0.74604	0.49055
chr16_87850000_87855000-chr16_87930000_87935000	2	0.74604	0.49055
chr16_88010000_88015000-chr16_88090000_88095000	10	0.021833	9.51522e-05
chr16_88125000_88130000-chr16_88205000_88210000	8	0.12142	0.00160611
chr16_88225000_88230000-chr16_88305000_88310000	8	0.12142	0.00160611
chr16_88230000_88235000-chr16_88310000_88315000	2	0.74604	0.49055
chr16_8850000_8855000-chr16_8930000_8935000	1	0.814803	0.73966
chr16_88845000_88850000-chr16_88925000_88930000	2	0.74604	0.49055
chr16_89025000_89030000-chr16_89105000_89110000	7	0.233834	0.0057105
chr16_89075000_89080000-chr16_89155000_89160000	4	0.584454	0.127422
chr16_89130000_89135000-chr16_89210000_89215000	5	0.491028	0.0514988
chr16_89190000_89195000-chr16_89270000_89275000	4	0.584454	0.127422
chr16_89465000_89470000-chr16_89545000_89550000	11	0.00821735	2.03517e-05
chr16_895000_900000-chr16_975000_980000	2	0.74604	0.49055
chr16_89590000_89595000-chr16_89670000_89675000	3	0.595964	0.271619
chr16_89615000_89620000-chr16_89695000_89700000	3	0.595964	0.271619
chr16_89650000_89655000-chr16_89730000_89735000	9	0.0537078	0.000409101
chr16_89655000_89660000-chr16_89735000_89740000	5	0.491028	0.0514988
chr16_90045000_90050000-chr16_90125000_90130000	2	0.74604	0.49055
chr16_9030000_9035000-chr16_9110000_9115000	3	0.595964	0.271619
chr16_9100000_9105000-chr16_9180000_9185000	2	0.74604	0.49055
chr16_9130000_9135000-chr16_9210000_9215000	1	0.814803	0.73966
chr16_9275000_9280000-chr16_9355000_9360000	4	0.584454	0.127422
chr16_980000_985000-chr16_1060000_1065000	3	0.595964	0.271619
chr16_10255000_10260000-chr16_10340000_10345000	1	0.814803	0.746446
chr16_10410000_10415000-chr16_10495000_10500000	1	0.814803	0.746446
chr16_10765000_10770000-chr16_10850000_10855000	1	0.814803	0.746446
chr16_10790000_10795000-chr16_10875000_10880000	1	0.814803	0.746446
chr16_110000_115000-chr16_195000_200000	2	0.74604	0.499545
chr16_11035000_11040000-chr16_11120000_11125000	0	0.944776	0.931045
chr16_11115000_11120000-chr16_11200000_11205000	1	0.814803	0.746446
chr16_11180000_11185000-chr16_11265000_11270000	2	0.74604	0.499545
chr16_11200000_11205000-chr16_11285000_11290000	5	0.498811	0.0542806
chr16_11620000_11625000-chr16_11705000_11710000	2	0.74604	0.499545
chr16_11805000_11810000-chr16_11890000_11895000	2	0.74604	0.499545
chr16_1190000_1195000-chr16_1275000_1280000	6	0.372332	0.0194365
chr16_12060000_12065000-chr16_12145000_12150000	7	0.238129	0.00617296
chr16_12225000_12230000-chr16_12310000_12315000	3	0.603182	0.279563
chr16_12540000_12545000-chr16_12625000_12630000	3	0.603182	0.279563
chr16_12570000_12575000-chr16_12655000_12660000	4	0.584454	0.13268
chr16_12580000_12585000-chr16_12665000_12670000	2	0.74604	0.499545
chr16_12625000_12630000-chr16_12710000_12715000	3	0.603182	0.279563
chr16_12675000_12680000-chr16_12760000_12765000	1	0.814803	0.746446
chr16_12745000_12750000-chr16_12830000_12835000	2	0.74604	0.499545
chr16_1275000_1280000-chr16_1360000_1365000	6	0.372332	0.0194365
chr16_130000_135000-chr16_215000_220000	4	0.584454	0.13268
chr16_13750000_13755000-chr16_13835000_13840000	2	0.74604	0.499545
chr16_13880000_13885000-chr16_13965000_13970000	3	0.603182	0.279563
chr16_14015000_14020000-chr16_14100000_14105000	5	0.498811	0.0542806
chr16_15070000_15075000-chr16_15155000_15160000	6	0.372332	0.0194365
chr16_15530000_15535000-chr16_15615000_15620000	3	0.603182	0.279563
chr16_15740000_15745000-chr16_15825000_15830000	1	0.814803	0.746446
chr16_15810000_15815000-chr16_15895000_15900000	1	0.814803	0.746446
chr16_16175000_16180000-chr16_16260000_16265000	1	0.814803	0.746446
chr16_1695000_1700000-chr16_1780000_1785000	2	0.74604	0.499545
chr16_17035000_17040000-chr16_17120000_17125000	1	0.814803	0.746446
chr16_1705000_1710000-chr16_1790000_1795000	2	0.74604	0.499545
chr16_17680000_17685000-chr16_17765000_17770000	4	0.584454	0.13268
chr16_17845000_17850000-chr16_17930000_17935000	2	0.74604	0.499545
chr16_17865000_17870000-chr16_17950000_17955000	3	0.603182	0.279563
chr16_17930000_17935000-chr16_18015000_18020000	3	0.603182	0.279563
chr16_17990000_17995000-chr16_18075000_18080000	5	0.498811	0.0542806
chr16_18010000_18015000-chr16_18095000_18100000	2	0.74604	0.499545
chr16_1840000_1845000-chr16_1925000_1930000	2	0.74604	0.499545
chr16_18795000_18800000-chr16_18880000_18885000	2	0.74604	0.499545
chr16_19155000_19160000-chr16_19240000_19245000	0	0.944776	0.931045
chr16_19250000_19255000-chr16_19335000_19340000	2	0.74604	0.499545
chr16_19255000_19260000-chr16_19340000_19345000	1	0.814803	0.746446
chr16_19285000_19290000-chr16_19370000_19375000	3	0.603182	0.279563
chr16_19340000_19345000-chr16_19425000_19430000	1	0.814803	0.746446
chr16_19425000_19430000-chr16_19510000_19515000	2	0.74604	0.499545
chr16_19935000_19940000-chr16_20020000_20025000	5	0.498811	0.0542806
chr16_2005000_2010000-chr16_2090000_2095000	2	0.74604	0.499545
chr16_20125000_20130000-chr16_20210000_20215000	1	0.814803	0.746446
chr16_20355000_20360000-chr16_20440000_20445000	1	0.814803	0.746446
chr16_20860000_20865000-chr16_20945000_20950000	1	0.814803	0.746446
chr16_20930000_20935000-chr16_21015000_21020000	2	0.74604	0.499545
chr16_2125000_2130000-chr16_2210000_2215000	5	0.498811	0.0542806
chr16_2135000_2140000-chr16_2220000_2225000	2	0.74604	0.499545
chr16_2145000_2150000-chr16_2230000_2235000	3	0.603182	0.279563
chr16_22250000_22255000-chr16_22335000_22340000	1	0.814803	0.746446
chr16_2230000_2235000-chr16_2315000_2320000	5	0.498811	0.0542806
chr16_22335000_22340000-chr16_22420000_22425000	3	0.603182	0.279563
chr16_22635000_22640000-chr16_22720000_22725000	2	0.74604	0.499545
chr16_22685000_22690000-chr16_22770000_22775000	0	0.944776	0.931045
chr16_23165000_23170000-chr16_23250000_23255000	7	0.238129	0.00617296
chr16_23195000_23200000-chr16_23280000_23285000	3	0.603182	0.279563
chr16_23230000_23235000-chr16_23315000_23320000	3	0.603182	0.279563
chr16_23250000_23255000-chr16_23335000_23340000	0	0.944776	0.931045
chr16_23290000_23295000-chr16_23375000_23380000	2	0.74604	0.499545
chr16_23335000_23340000-chr16_23420000_23425000	0	0.944776	0.931045
chr16_23370000_23375000-chr16_23455000_23460000	1	0.814803	0.746446
chr16_23545000_23550000-chr16_23630000_23635000	1	0.814803	0.746446
chr16_2355000_2360000-chr16_2440000_2445000	6	0.372332	0.0194365
chr16_23595000_23600000-chr16_23680000_23685000	5	0.498811	0.0542806
chr16_23760000_23765000-chr16_23845000_23850000	1	0.814803	0.746446
chr16_23815000_23820000-chr16_23900000_23905000	6	0.372332	0.0194365
chr16_23935000_23940000-chr16_24020000_24025000	1	0.814803	0.746446
chr16_24015000_24020000-chr16_24100000_24105000	1	0.814803	0.746446
chr16_24150000_24155000-chr16_24235000_24240000	2	0.74604	0.499545
chr16_24205000_24210000-chr16_24290000_24295000	1	0.814803	0.746446
chr16_24220000_24225000-chr16_24305000_24310000	3	0.603182	0.279563
chr16_24305000_24310000-chr16_24390000_24395000	4	0.584454	0.13268
chr16_24620000_24625000-chr16_24705000_24710000	3	0.603182	0.279563
chr16_24850000_24855000-chr16_24935000_24940000	3	0.603182	0.279563
chr16_24955000_24960000-chr16_25040000_25045000	3	0.603182	0.279563
chr16_25040000_25045000-chr16_25125000_25130000	2	0.74604	0.499545
chr16_25180000_25185000-chr16_25265000_25270000	0	0.944776	0.931045
chr16_25330000_25335000-chr16_25415000_25420000	2	0.74604	0.499545
chr16_25340000_25345000-chr16_25425000_25430000	0	0.944776	0.931045
chr16_25455000_25460000-chr16_25540000_25545000	3	0.603182	0.279563
chr16_25630000_25635000-chr16_25715000_25720000	3	0.603182	0.279563
chr16_25745000_25750000-chr16_25830000_25835000	1	0.814803	0.746446
chr16_25795000_25800000-chr16_25880000_25885000	1	0.814803	0.746446
chr16_25880000_25885000-chr16_25965000_25970000	0	0.944776	0.931045
chr16_26190000_26195000-chr16_26275000_26280000	2	0.74604	0.499545
chr16_26615000_26620000-chr16_26700000_26705000	2	0.74604	0.499545
chr16_26645000_26650000-chr16_26730000_26735000	1	0.814803	0.746446
chr16_26655000_26660000-chr16_26740000_26745000	2	0.74604	0.499545
chr16_26920000_26925000-chr16_27005000_27010000	2	0.74604	0.499545
chr16_2700000_2705000-chr16_2785000_2790000	7	0.238129	0.00617296
chr16_27005000_27010000-chr16_27090000_27095000	4	0.584454	0.13268
chr16_27055000_27060000-chr16_27140000_27145000	0	0.944776	0.931045
chr16_27245000_27250000-chr16_27330000_27335000	8	0.127226	0.00175868
chr16_27675000_27680000-chr16_27760000_27765000	3	0.603182	0.279563
chr16_27850000_27855000-chr16_27935000_27940000	3	0.603182	0.279563
chr16_28050000_28055000-chr16_28135000_28140000	0	0.944776	0.931045
chr16_2865000_2870000-chr16_2950000_2955000	2	0.74604	0.499545
chr16_28880000_28885000-chr16_28965000_28970000	5	0.498811	0.0542806
chr16_29195000_29200000-chr16_29280000_29285000	3	0.603182	0.279563
chr16_29210000_29215000-chr16_29295000_29300000	4	0.584454	0.13268
chr16_30475000_30480000-chr16_30560000_30565000	5	0.498811	0.0542806
chr16_30590000_30595000-chr16_30675000_30680000	1	0.814803	0.746446
chr16_30630000_30635000-chr16_30715000_30720000	3	0.603182	0.279563
chr16_30675000_30680000-chr16_30760000_30765000	5	0.498811	0.0542806
chr16_30815000_30820000-chr16_30900000_30905000	5	0.498811	0.0542806
chr16_3095000_3100000-chr16_3180000_3185000	11	0.00894056	2.31727e-05
chr16_31000000_31005000-chr16_31085000_31090000	5	0.498811	0.0542806
chr16_31215000_31220000-chr16_31300000_31305000	1	0.814803	0.746446
chr16_31260000_31265000-chr16_31345000_31350000	4	0.584454	0.13268
chr16_31295000_31300000-chr16_31380000_31385000	2	0.74604	0.499545
chr16_31300000_31305000-chr16_31385000_31390000	8	0.127226	0.00175868
chr16_31385000_31390000-chr16_31470000_31475000	2	0.74604	0.499545
chr16_31625000_31630000-chr16_31710000_31715000	4	0.584454	0.13268
chr16_3180000_3185000-chr16_3265000_3270000	3	0.603182	0.279563
chr16_31850000_31855000-chr16_31935000_31940000	2	0.74604	0.499545
chr16_31855000_31860000-chr16_31940000_31945000	4	0.584454	0.13268
chr16_320000_325000-chr16_405000_410000	3	0.603182	0.279563
chr16_32820000_32825000-chr16_32905000_32910000	31	0	0
chr16_34280000_34285000-chr16_34365000_34370000	4	0.584454	0.13268
chr16_34355000_34360000-chr16_34440000_34445000	7	0.238129	0.00617296
chr16_34370000_34375000-chr16_34455000_34460000	4	0.584454	0.13268
chr16_34520000_34525000-chr16_34605000_34610000	6	0.372332	0.0194365
chr16_34890000_34895000-chr16_34975000_34980000	3	0.603182	0.279563
chr16_35040000_35045000-chr16_35125000_35130000	2	0.74604	0.499545
chr16_3570000_3575000-chr16_3655000_3660000	3	0.603182	0.279563
chr16_3965000_3970000-chr16_4050000_4055000	2	0.74604	0.499545
chr16_4000000_4005000-chr16_4085000_4090000	6	0.372332	0.0194365
chr16_4085000_4090000-chr16_4170000_4175000	3	0.603182	0.279563
chr16_4180000_4185000-chr16_4265000_4270000	3	0.603182	0.279563
chr16_4230000_4235000-chr16_4315000_4320000	3	0.603182	0.279563
chr16_4305000_4310000-chr16_4390000_4395000	3	0.603182	0.279563
chr16_4425000_4430000-chr16_4510000_4515000	1	0.814803	0.746446
chr16_4490000_4495000-chr16_4575000_4580000	1	0.814803	0.746446
chr16_455000_460000-chr16_540000_545000	4	0.584454	0.13268
chr16_46475000_46480000-chr16_46560000_46565000	5	0.498811	0.0542806
chr16_46530000_46535000-chr16_46615000_46620000	1	0.814803	0.746446
chr16_46585000_46590000-chr16_46670000_46675000	8	0.127226	0.00175868
chr16_46600000_46605000-chr16_46685000_46690000	2	0.74604	0.499545
chr16_46670000_46675000-chr16_46755000_46760000	2	0.74604	0.499545
chr16_46715000_46720000-chr16_46800000_46805000	1	0.814803	0.746446
chr16_46890000_46895000-chr16_46975000_46980000	1	0.814803	0.746446
chr16_46910000_46915000-chr16_46995000_47000000	1	0.814803	0.746446
chr16_46975000_46980000-chr16_47060000_47065000	2	0.74604	0.499545
chr16_46990000_46995000-chr16_47075000_47080000	0	0.944776	0.931045
chr16_47070000_47075000-chr16_47155000_47160000	5	0.498811	0.0542806
chr16_47435000_47440000-chr16_47520000_47525000	4	0.584454	0.13268
chr16_475000_480000-chr16_560000_565000	4	0.584454	0.13268
chr16_47520000_47525000-chr16_47605000_47610000	6	0.372332	0.0194365
chr16_4765000_4770000-chr16_4850000_4855000	5	0.498811	0.0542806
chr16_47925000_47930000-chr16_48010000_48015000	4	0.584454	0.13268
chr16_48230000_48235000-chr16_48315000_48320000	0	0.944776	0.931045
chr16_48300000_48305000-chr16_48385000_48390000	2	0.74604	0.499545
chr16_48315000_48320000-chr16_48400000_48405000	2	0.74604	0.499545
chr16_48540000_48545000-chr16_48625000_48630000	1	0.814803	0.746446
chr16_48770000_48775000-chr16_48855000_48860000	0	0.944776	0.931045
chr16_48950000_48955000-chr16_49035000_49040000	4	0.584454	0.13268
chr16_48955000_48960000-chr16_49040000_49045000	2	0.74604	0.499545
chr16_49210000_49215000-chr16_49295000_49300000	1	0.814803	0.746446
chr16_49220000_49225000-chr16_49305000_49310000	3	0.603182	0.279563
chr16_49295000_49300000-chr16_49380000_49385000	1	0.814803	0.746446
chr16_49350000_49355000-chr16_49435000_49440000	2	0.74604	0.499545
chr16_49370000_49375000-chr16_49455000_49460000	0	0.944776	0.931045
chr16_49380000_49385000-chr16_49465000_49470000	2	0.74604	0.499545
chr16_49455000_49460000-chr16_49540000_49545000	3	0.603182	0.279563
chr16_49525000_49530000-chr16_49610000_49615000	5	0.498811	0.0542806
chr16_49725000_49730000-chr16_49810000_49815000	6	0.372332	0.0194365
chr16_49805000_49810000-chr16_49890000_49895000	0	0.944776	0.931045
chr16_50315000_50320000-chr16_50400000_50405000	3	0.603182	0.279563
chr16_50415000_50420000-chr16_50500000_50505000	2	0.74604	0.499545
chr16_5060000_5065000-chr16_5145000_5150000	1	0.814803	0.746446
chr16_50985000_50990000-chr16_51070000_51075000	2	0.74604	0.499545
chr16_51525000_51530000-chr16_51610000_51615000	2	0.74604	0.499545
chr16_51865000_51870000-chr16_51950000_51955000	4	0.584454	0.13268
chr16_52135000_52140000-chr16_52220000_52225000	3	0.603182	0.279563
chr16_52325000_52330000-chr16_52410000_52415000	6	0.372332	0.0194365
chr16_52410000_52415000-chr16_52495000_52500000	3	0.603182	0.279563
chr16_52790000_52795000-chr16_52875000_52880000	1	0.814803	0.746446
chr16_52935000_52940000-chr16_53020000_53025000	4	0.584454	0.13268
chr16_53100000_53105000-chr16_53185000_53190000	6	0.372332	0.0194365
chr16_53185000_53190000-chr16_53270000_53275000	1	0.814803	0.746446
chr16_53250000_53255000-chr16_53335000_53340000	3	0.603182	0.279563
chr16_53495000_53500000-chr16_53580000_53585000	0	0.944776	0.931045
chr16_53580000_53585000-chr16_53665000_53670000	0	0.944776	0.931045
chr16_53925000_53930000-chr16_54010000_54015000	3	0.603182	0.279563
chr16_54065000_54070000-chr16_54150000_54155000	0	0.944776	0.931045
chr16_54180000_54185000-chr16_54265000_54270000	1	0.814803	0.746446
chr16_5420000_5425000-chr16_5505000_5510000	0	0.944776	0.931045
chr16_54290000_54295000-chr16_54375000_54380000	4	0.584454	0.13268
chr16_54330000_54335000-chr16_54415000_54420000	3	0.603182	0.279563
chr16_54505000_54510000-chr16_54590000_54595000	3	0.603182	0.279563
chr16_54590000_54595000-chr16_54675000_54680000	2	0.74604	0.499545
chr16_5470000_5475000-chr16_5555000_5560000	2	0.74604	0.499545
chr16_54720000_54725000-chr16_54805000_54810000	5	0.498811	0.0542806
chr16_54780000_54785000-chr16_54865000_54870000	3	0.603182	0.279563
chr16_54865000_54870000-chr16_54950000_54955000	2	0.74604	0.499545
chr16_54950000_54955000-chr16_55035000_55040000	1	0.814803	0.746446
chr16_54975000_54980000-chr16_55060000_55065000	3	0.603182	0.279563
chr16_55035000_55040000-chr16_55120000_55125000	4	0.584454	0.13268
chr16_5505000_5510000-chr16_5590000_5595000	3	0.603182	0.279563
chr16_55385000_55390000-chr16_55470000_55475000	1	0.814803	0.746446
chr16_55425000_55430000-chr16_55510000_55515000	0	0.944776	0.931045
chr16_55505000_55510000-chr16_55590000_55595000	2	0.74604	0.499545
chr16_55745000_55750000-chr16_55830000_55835000	2	0.74604	0.499545
chr16_55920000_55925000-chr16_56005000_56010000	1	0.814803	0.746446
chr16_560000_565000-chr16_645000_650000	3	0.603182	0.279563
chr16_56065000_56070000-chr16_56150000_56155000	2	0.74604	0.499545
chr16_56170000_56175000-chr16_56255000_56260000	1	0.814803	0.746446
chr16_56175000_56180000-chr16_56260000_56265000	1	0.814803	0.746446
chr16_56250000_56255000-chr16_56335000_56340000	7	0.238129	0.00617296
chr16_56360000_56365000-chr16_56445000_56450000	2	0.74604	0.499545
chr16_56410000_56415000-chr16_56495000_56500000	1	0.814803	0.746446
chr16_56445000_56450000-chr16_56530000_56535000	5	0.498811	0.0542806
chr16_56475000_56480000-chr16_56560000_56565000	1	0.814803	0.746446
chr16_56530000_56535000-chr16_56615000_56620000	8	0.127226	0.00175868
chr16_57250000_57255000-chr16_57335000_57340000	3	0.603182	0.279563
chr16_57335000_57340000-chr16_57420000_57425000	8	0.127226	0.00175868
chr16_57580000_57585000-chr16_57665000_57670000	3	0.603182	0.279563
chr16_58035000_58040000-chr16_58120000_58125000	1	0.814803	0.746446
chr16_58230000_58235000-chr16_58315000_58320000	2	0.74604	0.499545
chr16_5865000_5870000-chr16_5950000_5955000	3	0.603182	0.279563
chr16_58735000_58740000-chr16_58820000_58825000	0	0.944776	0.931045
chr16_58825000_58830000-chr16_58910000_58915000	1	0.814803	0.746446
chr16_58835000_58840000-chr16_58920000_58925000	2	0.74604	0.499545
chr16_58840000_58845000-chr16_58925000_58930000	1	0.814803	0.746446
chr16_58930000_58935000-chr16_59015000_59020000	3	0.603182	0.279563
chr16_58970000_58975000-chr16_59055000_59060000	5	0.498811	0.0542806
chr16_5920000_5925000-chr16_6005000_6010000	1	0.814803	0.746446
chr16_59295000_59300000-chr16_59380000_59385000	6	0.372332	0.0194365
chr16_59370000_59375000-chr16_59455000_59460000	1	0.814803	0.746446
chr16_59375000_59380000-chr16_59460000_59465000	5	0.498811	0.0542806
chr16_59535000_59540000-chr16_59620000_59625000	1	0.814803	0.746446
chr16_59645000_59650000-chr16_59730000_59735000	1	0.814803	0.746446
chr16_59690000_59695000-chr16_59775000_59780000	1	0.814803	0.746446
chr16_60095000_60100000-chr16_60180000_60185000	2	0.74604	0.499545
chr16_60120000_60125000-chr16_60205000_60210000	1	0.814803	0.746446
chr16_60185000_60190000-chr16_60270000_60275000	1	0.814803	0.746446
chr16_6030000_6035000-chr16_6115000_6120000	1	0.814803	0.746446
chr16_60425000_60430000-chr16_60510000_60515000	4	0.584454	0.13268
chr16_60450000_60455000-chr16_60535000_60540000	2	0.74604	0.499545
chr16_60475000_60480000-chr16_60560000_60565000	1	0.814803	0.746446
chr16_60705000_60710000-chr16_60790000_60795000	6	0.372332	0.0194365
chr16_60725000_60730000-chr16_60810000_60815000	1	0.814803	0.746446
chr16_60740000_60745000-chr16_60825000_60830000	2	0.74604	0.499545
chr16_6085000_6090000-chr16_6170000_6175000	1	0.814803	0.746446
chr16_60945000_60950000-chr16_61030000_61035000	2	0.74604	0.499545
chr16_61070000_61075000-chr16_61155000_61160000	3	0.603182	0.279563
chr16_61095000_61100000-chr16_61180000_61185000	4	0.584454	0.13268
chr16_61130000_61135000-chr16_61215000_61220000	1	0.814803	0.746446
chr16_61495000_61500000-chr16_61580000_61585000	5	0.498811	0.0542806
chr16_61605000_61610000-chr16_61690000_61695000	3	0.603182	0.279563
chr16_61745000_61750000-chr16_61830000_61835000	2	0.74604	0.499545
chr16_61880000_61885000-chr16_61965000_61970000	1	0.814803	0.746446
chr16_62050000_62055000-chr16_62135000_62140000	3	0.603182	0.279563
chr16_62135000_62140000-chr16_62220000_62225000	2	0.74604	0.499545
chr16_62165000_62170000-chr16_62250000_62255000	2	0.74604	0.499545
chr16_62410000_62415000-chr16_62495000_62500000	5	0.498811	0.0542806
chr16_62425000_62430000-chr16_62510000_62515000	1	0.814803	0.746446
chr16_62460000_62465000-chr16_62545000_62550000	3	0.603182	0.279563
chr16_63075000_63080000-chr16_63160000_63165000	1	0.814803	0.746446
chr16_63275000_63280000-chr16_63360000_63365000	1	0.814803	0.746446
chr16_63685000_63690000-chr16_63770000_63775000	3	0.603182	0.279563
chr16_63905000_63910000-chr16_63990000_63995000	2	0.74604	0.499545
chr16_63910000_63915000-chr16_63995000_64000000	3	0.603182	0.279563
chr16_64035000_64040000-chr16_64120000_64125000	1	0.814803	0.746446
chr16_64125000_64130000-chr16_64210000_64215000	1	0.814803	0.746446
chr16_64540000_64545000-chr16_64625000_64630000	1	0.814803	0.746446
chr16_64960000_64965000-chr16_65045000_65050000	3	0.603182	0.279563
chr16_650000_655000-chr16_735000_740000	6	0.372332	0.0194365
chr16_65610000_65615000-chr16_65695000_65700000	3	0.603182	0.279563
chr16_65715000_65720000-chr16_65800000_65805000	1	0.814803	0.746446
chr16_65855000_65860000-chr16_65940000_65945000	2	0.74604	0.499545
chr16_66020000_66025000-chr16_66105000_66110000	4	0.584454	0.13268
chr16_66085000_66090000-chr16_66170000_66175000	1	0.814803	0.746446
chr16_66165000_66170000-chr16_66250000_66255000	1	0.814803	0.746446
chr16_66170000_66175000-chr16_66255000_66260000	3	0.603182	0.279563
chr16_66685000_66690000-chr16_66770000_66775000	3	0.603182	0.279563
chr16_66715000_66720000-chr16_66800000_66805000	2	0.74604	0.499545
chr16_6695000_6700000-chr16_6780000_6785000	0	0.944776	0.931045
chr16_67140000_67145000-chr16_67225000_67230000	2	0.74604	0.499545
chr16_67145000_67150000-chr16_67230000_67235000	0	0.944776	0.931045
chr16_67180000_67185000-chr16_67265000_67270000	1	0.814803	0.746446
chr16_67230000_67235000-chr16_67315000_67320000	2	0.74604	0.499545
chr16_67340000_67345000-chr16_67425000_67430000	4	0.584454	0.13268
chr16_67465000_67470000-chr16_67550000_67555000	3	0.603182	0.279563
chr16_67480000_67485000-chr16_67565000_67570000	0	0.944776	0.931045
chr16_67540000_67545000-chr16_67625000_67630000	4	0.584454	0.13268
chr16_6780000_6785000-chr16_6865000_6870000	2	0.74604	0.499545
